imdb_title,tmdb_titles,budget,revenue
Bad Words,Bad Words,9500000.0,7800000.0
Arbitrage,Arbitrage,12000000.0,35500000.0
THX 1138,THX 1138,777000.0,2437000.0
Reality Bites,Reality Bites,11500000.0,33351557.0
Transsiberian,TransSiberian,15000000.0,5926410.0
Spirited,Spirited,75000000.0,0.0
French Kiss,French Kiss,0.0,101982854.0
Oliver & Company,Oliver & Company,31000000.0,121000000.0
Cassandra's Dream,Cassandra's Dream,15000000.0,22687639.0
The Rules of Attraction,The Rules of Attraction,4000000.0,11832822.0
The Great Outdoors,The Great Outdoors,24000000.0,43455230.0
Pain Hustlers,Pain Hustlers,0.0,0.0
Raees,Raees,46000000.0,0.0
The Beaver,The Beaver,21000000.0,970816.0
Annie,Annie,35000000.0,57063861.0
To Catch a Killer,To Catch a Killer,0.0,3138750.0
Land of Bad,Land of Bad,18000000.0,7021101.0
Operation Finale,Operation Finale,24000000.0,17506878.0
Happiest Season,Happiest Season,0.0,1401954.0
Sudden Impact,Sudden Impact,22000000.0,150000000.0
Peter Rabbit,Peter Rabbit,50000000.0,351266433.0
Ingrid Goes West,Ingrid Goes West,0.0,24931915.0
Fly Me to the Moon,Fly Me to the Moon,25000000.0,46651414.0
The Odd Life of Timothy Green,The Odd Life of Timothy Green,25000000.0,56012642.0
Roxanne,Roxanne,12000000.0,40050884.0
Thoroughbreds,Thoroughbreds,0.0,0.0
Miracle on 34th Street,Miracle On 34th Street,0.0,0.0
The Wonder,The Wonder,0.0,0.0
The Loved Ones,The Loved Ones,4000000.0,358399.0
"Roman J. Israel, Esq.","Roman J. Israel, Esq.",22000000.0,13025860.0
Flyboys,Flyboys,60000000.0,17834865.0
They Cloned Tyrone,They Cloned Tyrone,47000000.0,0.0
Brewster's Millions,Brewster's Millions,20000000.0,45833132.0
The Wave,The Wave,0.0,0.0
Fatherhood,Fatherhood,0.0,0.0
Host,Host,100000.0,443807.0
The Informer,The Informer,60000000.0,2927708.0
Wasabi,Wasabi,15300000.0,10366360.0
Smallfoot,Smallfoot,80000000.0,214115531.0
So I Married an Axe Murderer,So I Married an Axe Murderer,20000000.0,11585483.0
Rocky Aur Rani Kii Prem Kahaani,Rocky Aur Rani Kii Prem Kahaani,0.0,0.0
Emma,Emma,0.0,0.0
Phantasm,Phantasm,300000.0,11988469.0
Coco Before Chanel,Coco Before Chanel,0.0,0.0
Midnight in the Garden of Good and Evil,Midnight in the Garden of Good and Evil,35000000.0,25100000.0
Malcolm & Marie,Malcolm & Marie,2500000.0,0.0
May,May,500000.0,264349.0
Late Night,Late Night,0.0,0.0
The Art of Self-Defense,The Art of Self-Defense,1800000.0,2400000.0
It's What's Inside,It's What's Inside,0.0,0.0
The Howling,The Howling,0.0,0.0
All the Bright Places,All the Bright Places,0.0,0.0
The Exorcist III,The Exorcist III,9300000.0,39024251.0
The Eyes of Tammy Faye,The Eyes of Tammy Faye,0.0,2404127.0
Auron Mein Kahan Dum Tha,Auron Mein Kahan Dum Tha,0.0,0.0
New Jack City,New Jack City,8500000.0,47624253.0
Promised Land,Promised Land,15000000.0,8100000.0
Operation Mincemeat,Operation Mincemeat,0.0,0.0
Young Guns II,Young Guns II,20000000.0,59000000.0
The Missing,The Missing,0.0,0.0
Heist,Heist,35000000.0,28500000.0
Gummo,Gummo,1300000.0,116799.0
Last Holiday,Last Holiday,45000000.0,38399961.0
Cherry,Cherry,0.0,0.0
Migration,Migration,72000000.0,298776052.0
Heavy Metal,Heavy Metal,9300000.0,20118654.0
True Crime,True Crime,55000000.0,16700000.0
Wish I Was Here,Wish I Was Here,5500000.0,5483299.0
Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,21000000.0,72526996.0
The Aeronauts,The Aeronauts,40000000.0,3485251.0
*batteries not included,*batteries not included,25000000.0,65088797.0
For Love of the Game,For Love of the Game,50000000.0,46112640.0
Dumplin',Dumplin',0.0,0.0
Disobedience,Disobedience,6000000.0,8000000.0
The Secret of My Success,The Secret of My Success,12000000.0,110996879.0
Midnight Sun,Midnight Sun,2800000.0,27365467.0
The Clovehitch Killer,The Clovehitch Killer,0.0,167994.0
Boston Strangler,Boston Strangler,0.0,0.0
The Grandmaster,The Grandmaster,38600000.0,64076736.0
22 Bullets,22 Bullets,24000000.0,0.0
The Homesman,The Homesman,16000000.0,3442853.0
Pontypool,Pontypool,1500000.0,32000.0
The Second Best Exotic Marigold Hotel,The Second Best Exotic Marigold Hotel,10000000.0,86000000.0
Batman: The Movie,The Lego Batman Movie,80000000.0,311950384.0
Hollywoodland,Hollywoodland,0.0,16803753.0
The Way of the Gun,The Way of the Gun,8500000.0,19125401.0
The Four Feathers,The Four Feathers,35000000.0,29882645.0
Confidence,Confidence,15000000.0,23014206.0
Seraphim Falls,Seraphim Falls,18000000.0,1220058.0
FernGully: The Last Rainforest,FernGully: The Last Rainforest,24000000.0,32710894.0
Upstream Color,Upstream Color,100000.0,444098.0
Oscar,Oscar,0.0,0.0
Instinct,Instinct,0.0,0.0
Father Stu,Father Stu,4000000.0,21591034.0
Dead End,Dead End,900000.0,898994.0
Spartan,Spartan,19250000.0,8112712.0
Stretch,Stretch,0.0,0.0
The Current War,The Current War,30000000.0,12217160.0
Tale of Tales,Tale of Tales,0.0,0.0
Little Giants,Little Giants,20000000.0,19300000.0
Unknown,Unknown,3700000.0,3419456.0
Nell,Nell,31000000.0,106683817.0
Dirty Work,Dirty Work,0.0,0.0
Stealing Beauty,Stealing Beauty,10000000.0,4800000.0
Stick It,Stick It,0.0,0.0
Just Cause,Just Cause,0.0,36853111.0
Riding in Cars with Boys,Riding in Cars with Boys,48000000.0,35700000.0
Sightseers,Sightseers,0.0,61782.0
A Walk in the Woods,A Walk in the Woods,8000000.0,37461274.0
Rollerball,Rollerball,6000000.0,30000000.0
The Girl Next Door,The Girl Next Door,21000000.0,31635150.0
Take This Waltz,Take This Waltz,0.0,4965950.0
White Bird in a Blizzard,White Bird in a Blizzard,0.0,33821.0
Novocaine,Novocaine,18000000.0,34208050.0
Swallow,Swallow,0.0,274674.0
Hell House LLC,Hell House LLC,0.0,0.0
Son of a Gun,Son of a Gun,0.0,0.0
Cruising,Cruising,11000000.0,19814523.0
Fire in the Sky,Fire in the Sky,15000000.0,19885552.0
Against the Ice,Against the Ice,0.0,0.0
Space Sweepers,Space Sweepers,21000000.0,24571.0
Thanks for Sharing,Thanks for Sharing,0.0,3499442.0
Beyond Borders,Beyond Borders,35000000.0,0.0
Under Suspicion,Under Suspicion,6000000.0,221000.0
Malice,Malice,20000000.0,46405336.0
An American Tail: Fievel Goes West,An American Tail: Fievel Goes West,0.0,40766041.0
Next Goal Wins,Next Goal Wins,0.0,43089.0
Ned Kelly,Ned Kelly,0.0,0.0
Atrangi Re,Atrangi Re,0.0,0.0
Sputnik,Sputnik,0.0,0.0
The Serpent and the Rainbow,The Serpent and the Rainbow,11000000.0,19595031.0
Hollywood Ending,Hollywood Ending,16000000.0,14569236.0
The Man with Two Brains,The Man with Two Brains,10100000.0,0.0
The Goldfinch,The Goldfinch,40000000.0,0.0
Pulse,Pulse,38000000.0,29907685.0
Black and Blue,Black and Blue,12000000.0,22741061.0
Leaves of Grass,Leaves of Grass,9000000.0,1034214.0
Bad Trip,Bad Trip,0.0,0.0
The Swan Princess,The Swan Princess,20000000.0,9771658.0
Top Five,Top Five,12000000.0,26117471.0
Barefoot,Barefoot,6000000.0,15071.0
Archive,Archive,0.0,243279.0
Nightbreed,Nightbreed,11000000.0,8862354.0
A Midsummer Night's Dream,A Midsummer Night's Dream,0.0,25002557.0
The Great Gatsby,The Great Gatsby,6500000.0,26533200.0
Mayhem,Mayhem,2500000.0,17366.0
Queenpins,Queenpins,7000000.0,0.0
Hidden,Hidden,0.0,0.0
Only You,Only You,0.0,3655907.0
Repo! The Genetic Opera,Repo! The Genetic Opera,8500000.0,188126.0
Khel Khel Mein,Khel Khel Mein,11760000.0,6680000.0
Bad Samaritan,Bad Samaritan,0.0,3435047.0
Killer's Kiss,Killer's Kiss,75000.0,0.0
Love & Friendship,Love & Friendship,3000000.0,21401949.0
Joy Ride,Joy Ride,23000000.0,36642838.0
Mississippi Grind,Mississippi Grind,0.0,130541.0
The Ottoman Lieutenant,The Ottoman Lieutenant,40000000.0,413844.0
Terrified,Terrified,0.0,0.0
"Where'd You Go, Bernadette","Where'd You Go, Bernadette",20000000.0,0.0
In the Land of Saints and Sinners,In the Land of Saints and Sinners,0.0,0.0
The Gauntlet,The Gauntlet,5500000.0,26400000.0
A Little Chaos,A Little Chaos,0.0,10084623.0
Ocean's Eleven,Ocean's Eleven,85000000.0,450717150.0
Fierce Creatures,Fierce Creatures,25000000.0,9381260.0
Crazy/Beautiful,Crazy/Beautiful,13000000.0,16929123.0
Anna,Anna,34000000.0,31626978.0
I Want You Back,I Want You Back,0.0,0.0
Beirut,Beirut,0.0,7509436.0
"Confess, Fletch","Confess, Fletch",20000000.0,500000.0
Krrish,Krrish,5000000.0,16000000.0
Hot Summer Nights,Hot Summer Nights,0.0,246133.0
Good Kill,Good Kill,0.0,316472.0
London,London,0.0,0.0
Shopgirl,Shopgirl,10284523.0,11588205.0
Thor: The Dark World,Thor: The Dark World,170000000.0,644783140.0
The Matrix Revolutions,The Matrix Revolutions,150000000.0,424988211.0
Charlie and the Chocolate Factory,Charlie and the Chocolate Factory,150000000.0,475000000.0
The Wolverine,The Wolverine,120000000.0,415440673.0
In Time,In Time,40000000.0,173900000.0
Armageddon,Armageddon,140000000.0,553799566.0
Wanted,Wanted,75000000.0,342463063.0
Kingsman: The Golden Circle,Kingsman: The Golden Circle,104000000.0,410902662.0
Kong: Skull Island,Kong: Skull Island,185000000.0,566652812.0
Angels & Demons,Angels & Demons,150000000.0,485930816.0
Final Destination,Final Destination,23000000.0,112880294.0
The Other Guys,The Other Guys,100000000.0,170432927.0
Warcraft,Warcraft,160000000.0,433677183.0
Dodgeball: A True Underdog Story,DodgeBall: A True Underdog Story,20000000.0,168423227.0
The A-Team,The A-Team,110000000.0,177238796.0
The Grey,The Grey,25000000.0,79781695.0
Life,Life,80000000.0,73500000.0
Escape Plan,Escape Plan,50000000.0,137328301.0
The Fate of the Furious,The Fate of the Furious,250000000.0,1236000000.0
The Beach,The Beach,40000000.0,144056873.0
Ender's Game,Ender's Game,110000000.0,125537191.0
Madagascar: Escape 2 Africa,Madagascar: Escape 2 Africa,150000000.0,603900354.0
Mother!,mother!,30000000.0,44516999.0
"Me, Myself & Irene","Me, Myself & Irene",51000000.0,149270999.0
The Polar Express,The Polar Express,165000000.0,318432432.0
Austin Powers: The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me,33000000.0,312016928.0
Romeo + Juliet,Romeo + Juliet,14500000.0,147298761.0
The Girl Next Door,The Girl Next Door,21000000.0,31635150.0
Jason Bourne,Jason Bourne,120000000.0,415484914.0
Rush Hour 2,Rush Hour 2,90000000.0,347325802.0
The Chronicles of Riddick,The Chronicles of Riddick,105000000.0,115772733.0
The Adam Project,The Adam Project,116000000.0,0.0
Project X,Project X,0.0,0.0
Blade II,Blade II,54000000.0,155010032.0
Safe House,Safe House,0.0,0.0
Twister,Twister,0.0,33856.0
The Tomorrow War,The Tomorrow War,200000000.0,14400000.0
King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,175000000.0,149175066.0
You've Got Mail,You've Got Mail,65000000.0,250800000.0
Love & Other Drugs,Love & Other Drugs,30000000.0,102800000.0
EuroTrip,EuroTrip,25000000.0,22605153.0
Ghostbusters II,Ghostbusters II,37000000.0,215394738.0
Enola Holmes,Enola Holmes,21000000.0,0.0
The Flash,The Flash,220000000.0,271333313.0
2 Guns,2 Guns,61000000.0,131940411.0
American Reunion,American Reunion,50000000.0,234989584.0
Drag Me to Hell,Drag Me to Hell,30000000.0,91388487.0
Jungle Cruise,Jungle Cruise,200000000.0,220889446.0
Red Sparrow,Red Sparrow,69000000.0,151572634.0
Machete,Machete,10500000.0,45491656.0
Talladega Nights: The Ballad of Ricky Bobby,Talladega Nights: The Ballad of Ricky Bobby,72500000.0,163000000.0
Event Horizon,Event Horizon,60000000.0,26700000.0
Puss in Boots,Puss in Boots,130000000.0,554987477.0
Eagle Eye,Eagle Eye,80000000.0,178800000.0
Insidious: Chapter 2,Insidious: Chapter 2,5000000.0,161921515.0
30 Days of Night,30 Days of Night,30000000.0,80276156.0
The Lovely Bones,The Lovely Bones,65000000.0,93600000.0
Longlegs,Longlegs,10000000.0,127961936.0
RED 2,RED 2,84000000.0,148075565.0
The Heat,The Heat,43000000.0,158674180.0
Lethal Weapon 4,Lethal Weapon 4,140000000.0,285444603.0
Happy Death Day,Happy Death Day,4800000.0,125479266.0
The Running Man,The Running Man,0.0,0.0
House of Gucci,House of Gucci,75000000.0,153235995.0
Hush,Hush,0.0,0.0
Man on a Ledge,Man on a Ledge,42000000.0,46221189.0
Borat Subsequent Moviefilm,Borat Subsequent Moviefilm,0.0,0.0
Shoot 'Em Up,Shoot 'Em Up,39000000.0,26800000.0
Vantage Point,Vantage Point,40000000.0,152039882.0
Smokin' Aces,Smokin' Aces,17000000.0,57103895.0
Hotel Transylvania 2,Hotel Transylvania 2,80000000.0,473200000.0
Joy,Joy,0.0,0.0
My Big Fat Greek Wedding,My Big Fat Greek Wedding,5000000.0,368744044.0
Beetlejuice Beetlejuice,Beetlejuice Beetlejuice,99000000.0,451900435.0
8MM,8MM,40000000.0,96618699.0
The Recruit,The Recruit,46000000.0,101200000.0
Flushed Away,Flushed Away,149000000.0,178120010.0
The Hunt,The Hunt,14000000.0,10550350.0
Beverly Hills Cop II,Beverly Hills Cop II,28000000.0,299965036.0
Outbreak,Outbreak,50000000.0,189900000.0
The Faculty,The Faculty,15000000.0,40283321.0
The Santa Clause,The Santa Clause,22000000.0,189833357.0
What Lies Beneath,What Lies Beneath,100000000.0,291420351.0
Shanghai Noon,Shanghai Noon,55000000.0,99274467.0
Last Vegas,Last Vegas,28000000.0,134400000.0
Burnt,Burnt,20000000.0,36606743.0
16 Blocks,16 Blocks,55000000.0,65664721.0
Wild Things,Wild Things,20000000.0,67200000.0
The 13th Warrior,The 13th Warrior,120000000.0,61698899.0
Tears of the Sun,Tears of the Sun,75000000.0,86500000.0
The Pale Blue Eye,The Pale Blue Eye,72000000.0,0.0
Australia,Australia,130000000.0,211787511.0
Maleficent: Mistress of Evil,Maleficent: Mistress of Evil,185000000.0,491730089.0
The Green Knight,The Green Knight,15000000.0,18887953.0
The Invitation,The Invitation,1000000.0,354835.0
The Manchurian Candidate,The Manchurian Candidate,80000000.0,96105964.0
Crocodile Dundee,Crocodile Dundee,5000000.0,328203506.0
Run All Night,Run All Night,50000000.0,71561644.0
U.S. Marshals,U.S. Marshals,60000000.0,102367405.0
Mamma Mia! Here We Go Again,Mamma Mia! Here We Go Again,75000000.0,395607854.0
You're Next,You're Next,1000000.0,14347000.0
Inherent Vice,Inherent Vice,20000000.0,14710975.0
Epic,Epic,100000000.0,268426634.0
Overlord,Overlord,0.0,0.0
Anna Karenina,Anna Karenina,0.0,0.0
Penguins of Madagascar,Penguins of Madagascar,132000000.0,373515621.0
Jackass: The Movie,Jackass: The Movie,5000000.0,64282312.0
The Lost City of Z,The Lost City of Z,30000000.0,8574339.0
Weird Science,Weird Science,7500000.0,38934048.0
I Love You Phillip Morris,I Love You Phillip Morris,13000000.0,20768906.0
Moana 2,Moana 2,150000000.0,1059544057.0
Edge of Darkness,Edge of Darkness,80000000.0,81126522.0
Nymphomaniac: Vol. II,Nymphomaniac: Vol. II,2350000.0,4934725.0
Hot Shots! Part Deux,Hot Shots! Part Deux,25000000.0,133752825.0
The Pelican Brief,The Pelican Brief,45000000.0,195268056.0
Footloose,Footloose,24000000.0,63543328.0
Abigail,Abigail,0.0,0.0
Nick and Norah's Infinite Playlist,Nick and Norah's Infinite Playlist,9000000.0,33600000.0
Flatliners,Flatliners,26000000.0,61489265.0
Going in Style,Going in Style,25000000.0,84618541.0
Mona Lisa Smile,Mona Lisa Smile,72300000.0,141337989.0
A Perfect Murder,A Perfect Murder,60000000.0,128038368.0
Kiss the Girls,Kiss the Girls,27000000.0,60527873.0
Plane,Plane,25000000.0,74515586.0
This Is Where I Leave You,This Is Where I Leave You,19800000.0,41300000.0
Slither,Slither,0.0,0.0
U-571,U-571,62000000.0,127700000.0
Star Trek: Generations,Star Trek: Generations,38000000.0,118071125.0
Scoop,Scoop,0.0,0.0
Saw X,Saw X,13000000.0,125319714.0
Space Cowboys,Space Cowboys,65000000.0,128900000.0
Nanny McPhee,Nanny McPhee,25000000.0,123276807.0
Star Trek III: The Search for Spock,Star Trek III: The Search for Spock,18000000.0,87000000.0
Three Amigos!,¡Three Amigos!,25000000.0,39200000.0
Father of the Bride,Father of the Bride,20000000.0,89325780.0
Midnight Special,Midnight Special,18000000.0,7112282.0
Morning Glory,Morning Glory,0.0,0.0
Jackie,Jackie,9000000.0,13960394.0
The Weather Man,The Weather Man,20000000.0,12482775.0
Entourage,Entourage,30000000.0,49263404.0
Awake,Awake,0.0,0.0
Café Society,Café Society,30000000.0,43763247.0
Bad Lieutenant: Port of Call New Orleans,Bad Lieutenant: Port of Call - New Orleans,25000000.0,10589102.0
Wolfs,Wolfs,80000000.0,0.0
The Wedding Ringer,The Wedding Ringer,23000000.0,79799880.0
[Rec]²,[REC]²,5600000.0,18469680.0
Dunki,Dunki,239000000.0,501000000.0
The Witches of Eastwick,The Witches of Eastwick,22000000.0,63766510.0
The Lego Movie 2: The Second Part,The Lego Movie 2: The Second Part,99000000.0,199603202.0
Spencer,Spencer,18000000.0,14000000.0
Joy Ride,Joy Ride,23000000.0,36642838.0
Dreamgirls,Dreamgirls,70000000.0,154937680.0
Arachnophobia,Arachnophobia,31000000.0,53200000.0
A Perfect Getaway,A Perfect Getaway,14000000.0,22852638.0
21 Bridges,21 Bridges,33000000.0,49900000.0
Derailed,Derailed,22000000.0,57479076.0
Hunter Killer,Hunter Killer,40000000.0,31672678.0
Changing Lanes,Changing Lanes,45000000.0,94935764.0
Blindness,Blindness,25000000.0,19844979.0
Bowfinger,Bowfinger,55000000.0,98625775.0
Peppermint,Peppermint,25000000.0,53918723.0
Bandits,Bandits,75000000.0,67631903.0
Magic in the Moonlight,Magic in the Moonlight,16800000.0,51029361.0
Run Fatboy Run,Run Fatboy Run,10000000.0,33478921.0
The Awakening,The Awakening,0.0,8415112.0
Set It Up,Set It Up,0.0,0.0
See How They Run,See How They Run,40000000.0,21921551.0
Hoodwinked!,Hoodwinked!,8000000.0,110000000.0
The Informant!,The Informant!,22000000.0,41771168.0
Out of Time,Out of Time,50000000.0,55495563.0
BASEketball,BASEketball,25000000.0,7027290.0
Mowgli: Legend of the Jungle,Mowgli: Legend of the Jungle,175000000.0,0.0
Cry-Baby,Cry-Baby,11000000.0,8266343.0
Maestro,Maestro,0.0,0.0
I Heart Huckabees,I ♥ Huckabees,22000000.0,20094909.0
The Sisterhood of the Traveling Pants,The Sisterhood of the Traveling Pants,25000000.0,39053061.0
In Her Shoes,In Her Shoes,0.0,83073883.0
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,3800000.0,20100000.0
The First Omen,The First Omen,30000000.0,53992802.0
Flash Gordon,Flash Gordon,35000000.0,27100000.0
Executive Decision,Executive Decision,55000000.0,121969216.0
Mousehunt,MouseHunt,38000000.0,122417389.0
Fanboys,Fanboys,3900000.0,948753.0
Totally Killer,Totally Killer,0.0,0.0
Wet Hot American Summer,Wet Hot American Summer,5000000.0,295206.0
Titane,Titane,6600000.0,4982335.0
The Art of Getting By,The Art of Getting By,0.0,1406224.0
Taxi 2,Taxi 2,10500000.0,64433844.0
Ladder 49,Ladder 49,60000000.0,100572044.0
Kinds of Kindness,Kinds of Kindness,15000000.0,16398509.0
Dangerous Minds,Dangerous Minds,23000000.0,179519401.0
In Good Company,In Good Company,0.0,61314565.0
Casanova,Casanova,20000000.0,37700000.0
The First Wives Club,The First Wives Club,26000000.0,116400000.0
Da 5 Bloods,Da 5 Bloods,45000000.0,0.0
Under the Silver Lake,Under the Silver Lake,8500000.0,2053469.0
Can't Hardly Wait,Can't Hardly Wait,10000000.0,25605015.0
A Rainy Day in New York,A Rainy Day in New York,25000000.0,23805899.0
When We First Met,When We First Met,10000000.0,0.0
Tin Cup,Tin Cup,45000000.0,53854588.0
The Final Girls,The Final Girls,0.0,4500000.0
Spies Like Us,Spies Like Us,22000000.0,60088980.0
Shaitaan,Shaitaan,0.0,0.0
The Double,The Double,17000000.0,4729855.0
Everything Must Go,Everything Must Go,5000000.0,2614773.0
Keeping the Faith,Keeping the Faith,30000000.0,59945183.0
The Endless,The Endless,1000000.0,956425.0
The Rover,The Rover,12250000.0,2510007.0
Black Death,Black Death,0.0,382879.0
The River Wild,The River Wild,45000000.0,94216343.0
Imperium,Imperium,0.0,302109.0
The Runaways,The Runaways,10000000.0,2995811.0
Think Like a Man,Think Like a Man,12000000.0,96070507.0
Last Night,Last Night,0.0,0.0
Rules of Engagement,Rules of Engagement,60000000.0,71000000.0
Unsane,Unsane,1500000.0,14293601.0
Forever Young,Forever Young,200000.0,0.0
His House,His House,0.0,0.0
Time Lapse,Time Lapse,0.0,0.0
Varsity Blues,Varsity Blues,0.0,0.0
Possessor,Possessor,2500000.0,911000.0
Bad Taste,Bad Taste,150000.0,0.0
St. Elmo's Fire,St. Elmo's Fire,0.0,37803872.0
Sleeping with Other People,Sleeping with Other People,0.0,3214116.0
High Crimes,High Crimes,42000000.0,63781810.0
One Fine Day,One Fine Day,0.0,97529550.0
Blood Work,Blood Work,50000000.0,31794718.0
Dog,Dog,20000000.0,84774243.0
Better Watch Out,Better Watch Out,0.0,176288.0
The Good Girl,The Good Girl,8000000.0,16900000.0
Lock Up,Lock Up,24000000.0,22099847.0
The Choice,The Choice,10000000.0,23730891.0
The Inbetweeners 2,The Inbetweeners 2,0.0,63852235.0
Kill List,Kill List,500000.0,450275.0
The Good Son,The Good Son,17000000.0,60613008.0
Byzantium,Byzantium,10000000.0,89237.0
District 13: Ultimatum,District 13: Ultimatum,15000000.0,14103752.0
Priscilla,Priscilla,20000000.0,30140906.0
It Could Happen to You,It Could Happen to You,20000000.0,37939757.0
Laggies,Laggies,5000000.0,2379154.0
Oxygen,Oxygen,0.0,3088.0
White Boy Rick,White Boy Rick,29000000.0,26000000.0
Being the Ricardos,Being the Ricardos,0.0,0.0
The Producers,The Producers,45000000.0,38058335.0
In & Out,In & Out,35000000.0,63900000.0
Stake Land,Stake Land,650000.0,33245.0
Fair Play,Fair Play,0.0,0.0
Single White Female,Single White Female,16000000.0,48017402.0
The Water Horse,The Water Horse,40000000.0,103967384.0
Incident in a Ghostland,The Phantom Image: The Making of Incident in a Ghostland,0.0,0.0
No Sudden Move,No Sudden Move,0.0,0.0
Twilight Zone: The Movie,Twilight Zone: The Movie,10000000.0,29450920.0
Mean Machine,Mean Machine,2750000.0,7310206.0
Peggy Sue Got Married,Peggy Sue Got Married,18000000.0,41382841.0
The Last Kiss,The Last Kiss,20000000.0,15851622.0
Kill Your Darlings,Kill Your Darlings,0.0,0.0
The Joneses,The Joneses,10000000.0,7022728.0
Black Sea,Black Sea,8000000.0,4070789.0
Severance,Severance,0.0,5515163.0
The People Under the Stairs,The People Under the Stairs,6000000.0,31400000.0
Cake,Cake,0.0,0.0
Compliance,Compliance,0.0,0.0
My Spy,My Spy,18000000.0,10200000.0
The Angry Birds Movie 2,The Angry Birds Movie 2,65000000.0,137792047.0
Ghost Stories,Ghost Stories,0.0,135095.0
Evita,Evita,55000000.0,141047179.0
On the Rocks,On the Rocks,0.0,992103.0
Muppets Most Wanted,Muppets Most Wanted,50000000.0,80400000.0
Bros,Bros,22000000.0,14800000.0
A Life Less Ordinary,A Life Less Ordinary,12000000.0,14633270.0
Prospect,Prospect,4000000.0,22777.0
Cyrus,Cyrus,7000000.0,9900000.0
The Silencing,The Silencing,0.0,0.0
Nurse Betty,Nurse Betty,24000000.0,29364989.0
The Company You Keep,The Company You Keep,2000000.0,20014680.0
To All the Boys: Always and Forever,To All the Boys: Always and Forever,0.0,0.0
Shortbus,Shortbus,2000000.0,5557564.0
Creep 2,Creep 2,0.0,0.0
Cop Car,Cop Car,800000.0,143658.0
Day Watch,Day Watch,4200000.0,42918532.0
Boy Kills World,Boy Kills World,18000000.0,3139717.0
Dabangg,Dabangg,9370000.0,0.0
Tideland,Tideland,12000000.0,566611.0
Lord of the Flies,Lord of the Flies,250000.0,0.0
Strays,Strays,0.0,0.0
7500,7500,0.0,0.0
The Omega Man,The Omega Man,0.0,8720000.0
A Long Way Down,A Long Way Down,0.0,7176347.0
A Bigger Splash,A Bigger Splash,0.0,0.0
Redirected,Redirected,2700000.0,0.0
Hardball,Hardball,32000000.0,40222729.0
Mystic Pizza,Mystic Pizza,6000000.0,12793213.0
Barbershop,Barbershop,12000000.0,77063924.0
Flypaper,Flypaper,0.0,0.0
The Prophecy,The Prophecy,8000000.0,16115878.0
Choke,CHOKE,15000.0,0.0
Always,Always,80000.0,0.0
1492: Conquest of Paradise,1492: Conquest of Paradise,47000000.0,7191399.0
Nefarious,Nefarious,3000000.0,5400000.0
Resident Evil: Degeneration,Resident Evil: Degeneration,0.0,403117.0
Melinda and Melinda,Melinda and Melinda,16000000.0,20085825.0
The Vault,The Vault,5000000.0,5728.0
Silver Bullet,Silver Bullet,180.0,0.0
Sleuth,Sleuth,3500000.0,5750000.0
Anything Else,Anything Else,18000000.0,13585075.0
In the Land of Women,In the Land of Women,10000000.0,17562071.0
Them,Them,0.0,0.0
How I Live Now,How I Live Now,0.0,0.0
Luck,Luck,0.0,0.0
Risen,Risen,20000000.0,46100000.0
Vacation Friends,Vacation Friends,0.0,0.0
Diary of a Wimpy Kid: Dog Days,Diary of a Wimpy Kid: Dog Days,22000000.0,76196538.0
Hours,Hours,4000000.0,0.0
Every Which Way But Loose,Every Which Way but Loose,5000000.0,85196485.0
"Angus, Thongs and Perfect Snogging","Angus, Thongs and Perfect Snogging",0.0,14924998.0
American Gigolo,American Gigolo,5000000.0,52700000.0
The Blob,The Blob,10000000.0,8247943.0
Screamers,Screamers,20000000.0,5781885.0
The Outsider,The Outsider,0.0,0.0
The Lord of the Rings: The War of the Rohirrim,The Lord of the Rings: The War of the Rohirrim,30000000.0,20658572.0
Charlie Countryman,Charlie Countryman,0.0,11650.0
A Little Bit of Heaven,A Little Bit of Heaven,0.0,1296937.0
Mr. Nice Guy,Mr. Nice Guy,12700000.0,18800000.0
Third Person,Third Person,28000000.0,1749201.0
Frontier(s),Frontier(s),3000000.0,0.0
Private Benjamin,Private Benjamin,15000000.0,69800000.0
The Truth About Cats & Dogs,The Truth About Cats & Dogs,0.0,3407.0
American Mary,American Mary,0.0,0.0
Pumpkinhead,Pumpkinhead,3500000.0,4400000.0
The Bar,The Bar,0.0,0.0
Noelle,Noelle,0.0,0.0
Emancipation,Emancipation,0.0,0.0
Cat's Eye,Cat's Eye,7000000.0,13100000.0
The Vanishing,The Vanishing,0.0,14543394.0
Celebrity,Celebrity,12000000.0,5078660.0
Run Hide Fight,Run Hide Fight,2000000.0,34561.0
Sand Castle,Sand Castle,0.0,0.0
Needful Things,Needful Things,0.0,15185672.0
Crooked House,Crooked House,0.0,2049844.0
Descendants,Descendants,0.0,0.0
Berlin Syndrome,Berlin Syndrome,0.0,397783.0
Down Periscope,Down Periscope,0.0,37553585.0
Chehre,Chehre,0.0,0.0
HouseSitter,Housesitter,26000000.0,94900635.0
The Assistant,The Assistant,0.0,0.0
The Warrior's Way,The Warrior's Way,42000000.0,11100000.0
Chalet Girl,Chalet Girl,8000000.0,5468650.0
